ASSESSMENT_START_TIME;FINDING_UNIQUE_ID;PROVIDER;CHECK_ID;CHECK_TITLE;CHECK_TYPE;STATUS;STATUS_EXTENDED;SERVICE_NAME;SUBSERVICE_NAME;SEVERITY;RESOURCE_TYPE;RESOURCE_DETAILS;RESOURCE_TAGS;DESCRIPTION;RISK;RELATED_URL;REMEDIATION_RECOMMENDATION_TEXT;REMEDIATION_RECOMMENDATION_URL;REMEDIATION_RECOMMENDATION_CODE_NATIVEIAC;REMEDIATION_RECOMMENDATION_CODE_TERRAFORM;REMEDIATION_RECOMMENDATION_CODE_CLI;REMEDIATION_RECOMMENDATION_CODE_OTHER;COMPLIANCE;CATEGORIES;DEPENDS_ON;RELATED_TO;NOTES;PROFILE;ACCOUNT_ID;ACCOUNT_NAME;ACCOUNT_EMAIL;ACCOUNT_ARN;ACCOUNT_ORG;ACCOUNT_TAGS;REGION;RESOURCE_ID;RESOURCE_ARN
2025-04-19T21:54:15.400776;prowler-aws-awslambda_function_invoke_api_operations_cloudtrail_logging_enabled-891377253157-us-east-1-RedshiftOverwatch;aws;awslambda_function_invoke_api_operations_cloudtrail_logging_enabled;Check if Lambda functions invoke API operations are being recorded by CloudTrail.;;FAIL;Lambda function RedshiftOverwatch is not recorded by CloudTrail.;lambda;;low;AwsLambdaFunction;;;Check if Lambda functions invoke API operations are being recorded by CloudTrail.;"If logs are not enabled; monitoring of service use and threat analysis is not possible.";https://docs.aws.amazon.com/lambda/latest/dg/logging-using-cloudtrail.html;Make sure you are logging information about Lambda operations. Create a lifecycle and use cases for each trail.;https://docs.aws.amazon.com/lambda/latest/dg/logging-using-cloudtrail.html;;;;;AWS-Well-Architected-Framework-Security-Pillar: SEC04-BP01 | AWS-Well-Architected-Framework-Reliability-Pillar: REL06-BP01;forensics-ready;;;;;891377253157;;;;;;us-east-1;RedshiftOverwatch;arn:aws:lambda:us-east-1:891377253157:function:RedshiftOverwatch
2025-04-19T21:54:15.400776;prowler-aws-awslambda_function_invoke_api_operations_cloudtrail_logging_enabled-891377253157-us-east-1-RoleCreationFunction;aws;awslambda_function_invoke_api_operations_cloudtrail_logging_enabled;Check if Lambda functions invoke API operations are being recorded by CloudTrail.;;FAIL;Lambda function RoleCreationFunction is not recorded by CloudTrail.;lambda;;low;AwsLambdaFunction;;;Check if Lambda functions invoke API operations are being recorded by CloudTrail.;"If logs are not enabled; monitoring of service use and threat analysis is not possible.";https://docs.aws.amazon.com/lambda/latest/dg/logging-using-cloudtrail.html;Make sure you are logging information about Lambda operations. Create a lifecycle and use cases for each trail.;https://docs.aws.amazon.com/lambda/latest/dg/logging-using-cloudtrail.html;;;;;AWS-Well-Architected-Framework-Security-Pillar: SEC04-BP01 | AWS-Well-Architected-Framework-Reliability-Pillar: REL06-BP01;forensics-ready;;;;;891377253157;;;;;;us-east-1;RoleCreationFunction;arn:aws:lambda:us-east-1:891377253157:function:RoleCreationFunction
2025-04-19T21:54:15.400776;prowler-aws-awslambda_function_invoke_api_operations_cloudtrail_logging_enabled-891377253157-us-east-1-MainMonitoringFunction;aws;awslambda_function_invoke_api_operations_cloudtrail_logging_enabled;Check if Lambda functions invoke API operations are being recorded by CloudTrail.;;FAIL;Lambda function MainMonitoringFunction is not recorded by CloudTrail.;lambda;;low;AwsLambdaFunction;;;Check if Lambda functions invoke API operations are being recorded by CloudTrail.;"If logs are not enabled; monitoring of service use and threat analysis is not possible.";https://docs.aws.amazon.com/lambda/latest/dg/logging-using-cloudtrail.html;Make sure you are logging information about Lambda operations. Create a lifecycle and use cases for each trail.;https://docs.aws.amazon.com/lambda/latest/dg/logging-using-cloudtrail.html;;;;;AWS-Well-Architected-Framework-Security-Pillar: SEC04-BP01 | AWS-Well-Architected-Framework-Reliability-Pillar: REL06-BP01;forensics-ready;;;;;891377253157;;;;;;us-east-1;MainMonitoringFunction;arn:aws:lambda:us-east-1:891377253157:function:MainMonitoringFunction
2025-04-19T21:54:15.400776;prowler-aws-awslambda_function_no_secrets_in_variables-891377253157-us-east-1-ModLabRole;aws;awslambda_function_no_secrets_in_variables;Find secrets in Lambda functions variables.;;PASS;No secrets found in Lambda function ModLabRole variables.;lambda;;critical;AwsLambdaFunction;;;Find secrets in Lambda functions variables.;"The use of a hard-coded password increases the possibility of password guessing. If hard-coded passwords are used; it is possible that malicious users gain access through the account in question.";https://docs.aws.amazon.com/secretsmanager/latest/userguide/lambda-functions.html;Use Secrets Manager to securely provide database credentials to Lambda functions and secure the databases as well as use the credentials to connect and query them without hardcoding the secrets in code or passing them through environmental variables.;https://docs.aws.amazon.com/secretsmanager/latest/userguide/lambda-functions.html;https://docs.bridgecrew.io/docs/bc_aws_secrets_3#cloudformation;https://docs.bridgecrew.io/docs/bc_aws_secrets_3#terraform;https://docs.bridgecrew.io/docs/bc_aws_secrets_3#cli-command;;AWS-Well-Architected-Framework-Security-Pillar: SEC02-BP03 | MITRE-ATTACK: T1552;secrets;;;;;891377253157;;;;;;us-east-1;ModLabRole;arn:aws:lambda:us-east-1:891377253157:function:ModLabRole
2025-04-19T21:54:15.400776;prowler-aws-awslambda_function_no_secrets_in_variables-891377253157-us-east-1-RedshiftEventSubscription;aws;awslambda_function_no_secrets_in_variables;Find secrets in Lambda functions variables.;;PASS;No secrets found in Lambda function RedshiftEventSubscription variables.;lambda;;critical;AwsLambdaFunction;;;Find secrets in Lambda functions variables.;"The use of a hard-coded password increases the possibility of password guessing. If hard-coded passwords are used; it is possible that malicious users gain access through the account in question.";https://docs.aws.amazon.com/secretsmanager/latest/userguide/lambda-functions.html;Use Secrets Manager to securely provide database credentials to Lambda functions and secure the databases as well as use the credentials to connect and query them without hardcoding the secrets in code or passing them through environmental variables.;https://docs.aws.amazon.com/secretsmanager/latest/userguide/lambda-functions.html;https://docs.bridgecrew.io/docs/bc_aws_secrets_3#cloudformation;https://docs.bridgecrew.io/docs/bc_aws_secrets_3#terraform;https://docs.bridgecrew.io/docs/bc_aws_secrets_3#cli-command;;AWS-Well-Architected-Framework-Security-Pillar: SEC02-BP03 | MITRE-ATTACK: T1552;secrets;;;;;891377253157;;;;;;us-east-1;RedshiftEventSubscription;arn:aws:lambda:us-east-1:891377253157:function:RedshiftEventSubscription
2025-04-19T21:54:15.400776;prowler-aws-awslambda_function_no_secrets_in_variables-891377253157-us-east-1-RedshiftOverwatch;aws;awslambda_function_no_secrets_in_variables;Find secrets in Lambda functions variables.;;PASS;No secrets found in Lambda function RedshiftOverwatch variables.;lambda;;critical;AwsLambdaFunction;;;Find secrets in Lambda functions variables.;"The use of a hard-coded password increases the possibility of password guessing. If hard-coded passwords are used; it is possible that malicious users gain access through the account in question.";https://docs.aws.amazon.com/secretsmanager/latest/userguide/lambda-functions.html;Use Secrets Manager to securely provide database credentials to Lambda functions and secure the databases as well as use the credentials to connect and query them without hardcoding the secrets in code or passing them through environmental variables.;https://docs.aws.amazon.com/secretsmanager/latest/userguide/lambda-functions.html;https://docs.bridgecrew.io/docs/bc_aws_secrets_3#cloudformation;https://docs.bridgecrew.io/docs/bc_aws_secrets_3#terraform;https://docs.bridgecrew.io/docs/bc_aws_secrets_3#cli-command;;AWS-Well-Architected-Framework-Security-Pillar: SEC02-BP03 | MITRE-ATTACK: T1552;secrets;;;;;891377253157;;;;;;us-east-1;RedshiftOverwatch;arn:aws:lambda:us-east-1:891377253157:function:RedshiftOverwatch
2025-04-19T21:54:15.400776;prowler-aws-awslambda_function_no_secrets_in_variables-891377253157-us-east-1-RoleCreationFunction;aws;awslambda_function_no_secrets_in_variables;Find secrets in Lambda functions variables.;;PASS;No secrets found in Lambda function RoleCreationFunction variables.;lambda;;critical;AwsLambdaFunction;;;Find secrets in Lambda functions variables.;"The use of a hard-coded password increases the possibility of password guessing. If hard-coded passwords are used; it is possible that malicious users gain access through the account in question.";https://docs.aws.amazon.com/secretsmanager/latest/userguide/lambda-functions.html;Use Secrets Manager to securely provide database credentials to Lambda functions and secure the databases as well as use the credentials to connect and query them without hardcoding the secrets in code or passing them through environmental variables.;https://docs.aws.amazon.com/secretsmanager/latest/userguide/lambda-functions.html;https://docs.bridgecrew.io/docs/bc_aws_secrets_3#cloudformation;https://docs.bridgecrew.io/docs/bc_aws_secrets_3#terraform;https://docs.bridgecrew.io/docs/bc_aws_secrets_3#cli-command;;AWS-Well-Architected-Framework-Security-Pillar: SEC02-BP03 | MITRE-ATTACK: T1552;secrets;;;;;891377253157;;;;;;us-east-1;RoleCreationFunction;arn:aws:lambda:us-east-1:891377253157:function:RoleCreationFunction
2025-04-19T21:54:15.400776;prowler-aws-awslambda_function_no_secrets_in_variables-891377253157-us-east-1-MainMonitoringFunction;aws;awslambda_function_no_secrets_in_variables;Find secrets in Lambda functions variables.;;PASS;No secrets found in Lambda function MainMonitoringFunction variables.;lambda;;critical;AwsLambdaFunction;;;Find secrets in Lambda functions variables.;"The use of a hard-coded password increases the possibility of password guessing. If hard-coded passwords are used; it is possible that malicious users gain access through the account in question.";https://docs.aws.amazon.com/secretsmanager/latest/userguide/lambda-functions.html;Use Secrets Manager to securely provide database credentials to Lambda functions and secure the databases as well as use the credentials to connect and query them without hardcoding the secrets in code or passing them through environmental variables.;https://docs.aws.amazon.com/secretsmanager/latest/userguide/lambda-functions.html;https://docs.bridgecrew.io/docs/bc_aws_secrets_3#cloudformation;https://docs.bridgecrew.io/docs/bc_aws_secrets_3#terraform;https://docs.bridgecrew.io/docs/bc_aws_secrets_3#cli-command;;AWS-Well-Architected-Framework-Security-Pillar: SEC02-BP03 | MITRE-ATTACK: T1552;secrets;;;;;891377253157;;;;;;us-east-1;MainMonitoringFunction;arn:aws:lambda:us-east-1:891377253157:function:MainMonitoringFunction
2025-04-19T21:54:15.400776;prowler-aws-awslambda_function_not_publicly_accessible-891377253157-us-east-1-ModLabRole;aws;awslambda_function_not_publicly_accessible;Check if Lambda functions have resource-based policy set as Public.;;PASS;Lambda function ModLabRole has a policy resource-based policy not public.;lambda;;critical;AwsLambdaFunction;;;Check if Lambda functions have resource-based policy set as Public.;Publicly accessible services could expose sensitive data to bad actors.;https://docs.aws.amazon.com/lambda/latest/dg/access-control-resource-based.html;Grant usage permission on a per-resource basis and applying least privilege principle.;https://docs.aws.amazon.com/lambda/latest/dg/access-control-resource-based.html;https://www.trendmicro.com/cloudoneconformity/knowledge-base/aws/Lambda/function-exposed.html;https://www.trendmicro.com/cloudoneconformity/knowledge-base/aws/Lambda/function-exposed.html;https://www.trendmicro.com/cloudoneconformity/knowledge-base/aws/Lambda/function-exposed.html;;HIPAA: 164_308_a_1_ii_b, 164_308_a_3_i, 164_312_a_1, 164_312_e_1 | CISA: your-systems-3, your-data-2 | AWS-Well-Architected-Framework-Security-Pillar: SEC03-BP07, SEC03-BP08, SEC05-BP01, SEC06-BP02 | ENS-RD2022: op.acc.4.aws.iam.1 | MITRE-ATTACK: T1190 | NIST-CSF-1.1: ac_3, ac_5, pt_4 | GxP-21-CFR-Part-11: 11.10-d, 11.10-g | RBI-Cyber-Security-Framework: annex_i_1_3 | NIST-800-53-Revision-4: ac_4, sc_7_3, sc_7 | FedRamp-Moderate-Revision-4: ac-3, ac-4, ac-6, ac-17-1, cm-2, sc-7-3, sc-7 | FedRAMP-Low-Revision-4: ac-3, ac-17, cm-2, sc-7 | FFIEC: d3-pc-im-b-1 | NIST-800-53-Revision-5: ac_2_6, ac_3, ac_3_7, ac_4_21, ac_6, ac_17_b, ac_17_1, ac_17_4_a, ac_17_9, ac_17_10, mp_2, sc_7_2, sc_7_3, sc_7_9_a, sc_7_11, sc_7_12, sc_7_16, sc_7_20, sc_7_21, sc_7_24_b, sc_7_a, sc_7_b, sc_7_c, sc_25 | NIST-800-171-Revision-2: 3_1_1, 3_1_2, 3_1_3, 3_1_14, 3_13_1, 3_13_2, 3_13_5 | PCI-3.2.1: lambda;internet-exposed;;;;;891377253157;;;;;;us-east-1;ModLabRole;arn:aws:lambda:us-east-1:891377253157:function:ModLabRole
2025-04-19T21:54:15.400776;prowler-aws-awslambda_function_not_publicly_accessible-891377253157-us-east-1-RedshiftEventSubscription;aws;awslambda_function_not_publicly_accessible;Check if Lambda functions have resource-based policy set as Public.;;PASS;Lambda function RedshiftEventSubscription has a policy resource-based policy not public.;lambda;;critical;AwsLambdaFunction;;;Check if Lambda functions have resource-based policy set as Public.;Publicly accessible services could expose sensitive data to bad actors.;https://docs.aws.amazon.com/lambda/latest/dg/access-control-resource-based.html;Grant usage permission on a per-resource basis and applying least privilege principle.;https://docs.aws.amazon.com/lambda/latest/dg/access-control-resource-based.html;https://www.trendmicro.com/cloudoneconformity/knowledge-base/aws/Lambda/function-exposed.html;https://www.trendmicro.com/cloudoneconformity/knowledge-base/aws/Lambda/function-exposed.html;https://www.trendmicro.com/cloudoneconformity/knowledge-base/aws/Lambda/function-exposed.html;;HIPAA: 164_308_a_1_ii_b, 164_308_a_3_i, 164_312_a_1, 164_312_e_1 | CISA: your-systems-3, your-data-2 | AWS-Well-Architected-Framework-Security-Pillar: SEC03-BP07, SEC03-BP08, SEC05-BP01, SEC06-BP02 | ENS-RD2022: op.acc.4.aws.iam.1 | MITRE-ATTACK: T1190 | NIST-CSF-1.1: ac_3, ac_5, pt_4 | GxP-21-CFR-Part-11: 11.10-d, 11.10-g | RBI-Cyber-Security-Framework: annex_i_1_3 | NIST-800-53-Revision-4: ac_4, sc_7_3, sc_7 | FedRamp-Moderate-Revision-4: ac-3, ac-4, ac-6, ac-17-1, cm-2, sc-7-3, sc-7 | FedRAMP-Low-Revision-4: ac-3, ac-17, cm-2, sc-7 | FFIEC: d3-pc-im-b-1 | NIST-800-53-Revision-5: ac_2_6, ac_3, ac_3_7, ac_4_21, ac_6, ac_17_b, ac_17_1, ac_17_4_a, ac_17_9, ac_17_10, mp_2, sc_7_2, sc_7_3, sc_7_9_a, sc_7_11, sc_7_12, sc_7_16, sc_7_20, sc_7_21, sc_7_24_b, sc_7_a, sc_7_b, sc_7_c, sc_25 | NIST-800-171-Revision-2: 3_1_1, 3_1_2, 3_1_3, 3_1_14, 3_13_1, 3_13_2, 3_13_5 | PCI-3.2.1: lambda;internet-exposed;;;;;891377253157;;;;;;us-east-1;RedshiftEventSubscription;arn:aws:lambda:us-east-1:891377253157:function:RedshiftEventSubscription
